20/09/1///Reg.-Bez. Oberbayern
40/09/1/79//Fürstenfeldbruck
60/09/1/79/111/Adelshofen
60/09/1/79/113/Alling
60/09/1/79/114/Althegnenberg
60/09/1/79/117/Egenhofen
60/09/1/79/118/Eichenau
60/09/1/79/119/Emmering
60/09/1/79/121/Fürstenfeldbruck, Stadt
60/09/1/79/123/Germering, Stadt
60/09/1/79/125/Grafrath
60/09/1/79/126/Gröbenzell
60/09/1/79/128/Hattenhofen
60/09/1/79/130/Jesenwang
60/09/1/79/131/Kottgeisering
60/09/1/79/132/Landsberied
60/09/1/79/134/Maisach
60/09/1/79/136/Mammendorf
60/09/1/79/137/Mittelstetten
60/09/1/79/138/Moorenweis
60/09/1/79/140/Oberschweinbach
60/09/1/79/142/Olching
60/09/1/79/145/Puchheim
60/09/1/79/147/Schöngeising
60/09/1/79/149/Türkenfeld
40/09/1/80//Garmisch-Partenkirchen
60/09/1/80/112/Bad Kohlgrub
60/09/1/80/113/Bad Bayersoien
60/09/1/80/114/Eschenlohe
60/09/1/80/115/Ettal
60/09/1/80/116/Farchant
60/09/1/80/117/Garmisch-Partenkirchen, Markt
60/09/1/80/118/Grainau
60/09/1/80/119/Großweil
60/09/1/80/122/Krün
60/09/1/80/123/Mittenwald, Markt
60/09/1/80/124/Murnau a.Staffelsee, Markt
60/09/1/80/125/Oberammergau
60/09/1/80/126/Oberau
60/09/1/80/127/Ohlstadt
60/09/1/80/128/Riegsee
60/09/1/80/129/Saulgrub
60/09/1/80/131/Schwaigen
60/09/1/80/132/Seehausen a.Staffelsee
60/09/1/80/133/Spatzenhausen
60/09/1/80/134/Uffing a.Staffelsee
60/09/1/80/135/Unterammergau
60/09/1/80/136/Wallgau
60/09/1/80/444/Garmisch-Partenkirchen, 1 gemfr. Gebiet
40/09/1/81//Landsberg am Lech
60/09/1/81/111/Apfeldorf
60/09/1/81/113/Denklingen
60/09/1/81/114/Dießen a.Ammersee, Markt
60/09/1/81/115/Eching a.Ammersee
60/09/1/81/116/Egling a.d.Paar
60/09/1/81/118/Eresing
60/09/1/81/120/Finning
60/09/1/81/121/Fuchstal
60/09/1/81/122/Geltendorf
60/09/1/81/123/Greifenberg
60/09/1/81/124/Hofstetten
60/09/1/81/126/Hurlach
60/09/1/81/127/Igling
60/09/1/81/128/Kaufering, M
60/09/1/81/129/Kinsau
60/09/1/81/130/Landsberg am Lech, Stadt
60/09/1/81/131/Obermeitingen
60/09/1/81/132/Penzing
60/09/1/81/133/Vilgertshofen
60/09/1/81/134/Prittriching
60/09/1/81/135/Reichling
60/09/1/81/137/Rott
60/09/1/81/138/Scheuring
60/09/1/81/139/Schondorf a.Ammersee
60/09/1/81/140/Schwifting
60/09/1/81/141/Pürgen
60/09/1/81/142/Thaining
60/09/1/81/143/Unterdießen
60/09/1/81/144/Utting a.Ammersee
60/09/1/81/145/Weil
60/09/1/81/146/Windach
60/09/1/81/444/Landsberg am Lech, 1 gemfr. Gebiet
40/09/1/82//Miesbach
60/09/1/82/111/Bad Wiessee
60/09/1/82/112/Bayrischzell
60/09/1/82/114/Fischbachau
60/09/1/82/116/Gmund a.Tegernsee
60/09/1/82/119/Hausham
60/09/1/82/120/Holzkirchen, Markt
60/09/1/82/123/Irschenberg
60/09/1/82/124/Kreuth
60/09/1/82/125/Miesbach, Stadt
60/09/1/82/127/Otterfing
60/09/1/82/129/Rottach-Egern
60/09/1/82/131/Schliersee, Markt
60/09/1/82/132/Tegernsee, Stadt
60/09/1/82/133/Valley
60/09/1/82/134/Waakirchen
60/09/1/82/136/Warngau
60/09/1/82/137/Weyarn
40/09/1/83//Mühldorf a.Inn
60/09/1/83/112/Ampfing
60/09/1/83/113/Aschau a.Inn
60/09/1/83/114/Buchbach, Markt
60/09/1/83/115/Egglkofen
60/09/1/83/116/Erharting
60/09/1/83/118/Gars a.Inn, Markt
60/09/1/83/119/Haag i.OB, Markt
60/09/1/83/120/Heldenstein
60/09/1/83/122/Jettenbach
60/09/1/83/123/Kirchdorf
60/09/1/83/124/Kraiburg a.Inn, Markt
60/09/1/83/125/Lohkirchen
60/09/1/83/126/Maitenbeth
60/09/1/83/127/Mettenheim
60/09/1/83/128/Mühldorf a.Inn, Stadt
60/09/1/83/129/Neumarkt-Sankt Veit, Stadt
60/09/1/83/130/Niederbergkirchen
60/09/1/83/131/Niedertaufkirchen
60/09/1/83/132/Oberbergkirchen
60/09/1/83/134/Oberneukirchen
60/09/1/83/135/Obertaufkirchen
60/09/1/83/136/Polling
60/09/1/83/138/Rattenkirchen
60/09/1/83/139/Rechtmehring
60/09/1/83/140/Reichertsheim
60/09/1/83/143/Schönberg
60/09/1/83/144/Schwindegg
60/09/1/83/145/Taufkirchen
60/09/1/83/147/Unterreit
60/09/1/83/148/Waldkraiburg, Stadt
60/09/1/83/151/Zangberg
60/09/1/83/444/Mühldorf a.Inn, 1 gemfr. Gebiet
40/09/1/84//München
60/09/1/84/112/Aschheim
60/09/1/84/113/Baierbrunn
60/09/1/84/114/Brunnthal
60/09/1/84/118/Feldkirchen
60/09/1/84/119/Garching b.München, Stadt
60/09/1/84/120/Gräfelfing
60/09/1/84/121/Grasbrunn
60/09/1/84/122/Grünwald
60/09/1/84/123/Haar
60/09/1/84/127/Höhenkirchen-Siegertsbrunn
60/09/1/84/129/Hohenbrunn
60/09/1/84/130/Ismaning
60/09/1/84/131/Kirchheim b.München
60/09/1/84/132/Neuried
60/09/1/84/134/Oberhaching
60/09/1/84/135/Oberschleißheim
60/09/1/84/136/Ottobrunn
60/09/1/84/137/Aying
60/09/1/84/138/Planegg
60/09/1/84/139/Pullach i.Isartal
60/09/1/84/140/Putzbrunn
60/09/1/84/141/Sauerlach
60/09/1/84/142/Schäftlarn
60/09/1/84/144/Straßlach-Dingharting
60/09/1/84/145/Taufkirchen
60/09/1/84/146/Neubiberg
60/09/1/84/147/Unterföhring
60/09/1/84/148/Unterhaching
60/09/1/84/149/Unterschleißheim, Stadt
60/09/1/84/444/München, 6 gemfr. Gebiete
40/09/1/85//Neuburg-Schrobenhausen
60/09/1/85/113/Aresing
60/09/1/85/116/Berg im Gau
60/09/1/85/118/Bergheim
60/09/1/85/123/Brunnen
60/09/1/85/125/Burgheim, Markt
60/09/1/85/127/Ehekirchen
60/09/1/85/131/Gachenbach
60/09/1/85/139/Karlshuld
60/09/1/85/140/Karlskron
60/09/1/85/143/Langenmosen
60/09/1/85/149/Neuburg a.d.Donau, Stadt
60/09/1/85/150/Oberhausen
60/09/1/85/153/Rennertshofen, Markt
60/09/1/85/157/Rohrenfels
60/09/1/85/158/Schrobenhausen, Stadt
60/09/1/85/163/Königsmoos
60/09/1/85/166/Waidhofen
60/09/1/85/168/Weichering
40/09/1/86//Pfaffenhofen a.d.Ilm
60/09/1/86/113/Baar-Ebenhausen
60/09/1/86/116/Ernsgaden
60/09/1/86/122/Geisenfeld, Stadt
60/09/1/86/125/Gerolsbach
60/09/1/86/126/Hettenshausen
60/09/1/86/128/Hohenwart, Markt
60/09/1/86/130/Ilmmünster
60/09/1/86/132/Jetzendorf
60/09/1/86/137/Manching, Markt
60/09/1/86/139/Münchsmünster
60/09/1/86/143/Pfaffenhofen a.d.Ilm, Stadt
60/09/1/86/144/Pörnbach
60/09/1/86/146/Reichertshausen
60/09/1/86/147/Reichertshofen, Markt
60/09/1/86/149/Rohrbach
60/09/1/86/151/Scheyern
60/09/1/86/152/Schweitenkirchen
60/09/1/86/158/Vohburg a.d.Donau, Stadt
60/09/1/86/162/Wolnzach, Markt
40/09/1/87//Rosenheim
60/09/1/87/113/Amerang
60/09/1/87/114/Aschau i.Chiemgau
60/09/1/87/116/Babensham
60/09/1/87/117/Bad Aibling, Stadt
60/09/1/87/118/Bernau a.Chiemsee
60/09/1/87/120/Brannenburg
60/09/1/87/121/Breitbrunn a.Chiemsee
60/09/1/87/122/Bruckmühl, Markt
60/09/1/87/123/Chiemsee
60/09/1/87/124/Edling
60/09/1/87/125/Eggstätt
60/09/1/87/126/Eiselfing
60/09/1/87/128/Bad Endorf, Markt
60/09/1/87/129/Bad Feilnbach
60/09/1/87/130/Feldkirchen-Westerham
60/09/1/87/131/Flintsbach a.Inn
60/09/1/87/132/Frasdorf
60/09/1/87/134/Griesstätt
60/09/1/87/137/Großkarolinenfeld
60/09/1/87/138/Gstadt a.Chiemsee
60/09/1/87/139/Halfing
60/09/1/87/142/Schechen
60/09/1/87/145/Höslwang
60/09/1/87/148/Kiefersfelden
60/09/1/87/150/Kolbermoor, Stadt
60/09/1/87/154/Neubeuern, Markt
60/09/1/87/156/Nußdorf a.Inn
60/09/1/87/157/Oberaudorf
60/09/1/87/159/Pfaffing
60/09/1/87/162/Prien a.Chiemsee, Markt
60/09/1/87/163/Prutting
60/09/1/87/164/Ramerberg
60/09/1/87/165/Raubling
60/09/1/87/167/Riedering
60/09/1/87/168/Rimsting
60/09/1/87/169/Rohrdorf
60/09/1/87/170/Rott a.Inn
60/09/1/87/172/Samerberg
60/09/1/87/173/Schonstett
60/09/1/87/174/Söchtenau
60/09/1/87/176/Soyen
60/09/1/87/177/Stephanskirchen
60/09/1/87/179/Tuntenhausen
60/09/1/87/181/Vogtareuth
60/09/1/87/182/Wasserburg a.Inn, Stadt
60/09/1/87/186/Albaching
60/09/1/87/444/Rosenheim, 2 gemfr. Gebiete
40/09/1/88//Starnberg
60/09/1/88/113/Berg
60/09/1/88/117/Andechs
60/09/1/88/118/Feldafing
60/09/1/88/120/Gauting
60/09/1/88/121/Gilching
60/09/1/88/124/Herrsching a.Ammersee
60/09/1/88/126/Inning a.Ammersee
60/09/1/88/127/Krailling
60/09/1/88/132/Seefeld
60/09/1/88/137/Pöcking
60/09/1/88/139/Starnberg, Stadt
60/09/1/88/141/Tutzing
60/09/1/88/144/Weßling
60/09/1/88/145/Wörthsee
60/09/1/88/444/Starnberg, 2 gemfr. Gebiete
40/09/1/89//Traunstein
60/09/1/89/111/Altenmarkt a.d.Alz
60/09/1/89/113/Bergen
60/09/1/89/114/Chieming
60/09/1/89/115/Engelsberg
60/09/1/89/118/Fridolfing
60/09/1/89/119/Grabenstätt
60/09/1/89/120/Grassau, Markt
60/09/1/89/124/Inzell
60/09/1/89/126/Kienberg
60/09/1/89/127/Kirchanschöring
60/09/1/89/129/Marquartstein
60/09/1/89/130/Nußdorf
60/09/1/89/133/Obing
60/09/1/89/134/Palling
60/09/1/89/135/Petting
60/09/1/89/137/Pittenhart
60/09/1/89/139/Reit im Winkl
60/09/1/89/140/Ruhpolding
60/09/1/89/141/Schleching
60/09/1/89/142/Schnaitsee
60/09/1/89/143/Seeon-Seebruck
60/09/1/89/145/Siegsdorf
60/09/1/89/146/Staudach-Egerndach
60/09/1/89/148/Surberg
60/09/1/89/149/Tacherting
60/09/1/89/150/Taching a.See
60/09/1/89/152/Tittmoning, Stadt
60/09/1/89/154/Traunreut, Stadt
60/09/1/89/155/Traunstein, Stadt
60/09/1/89/157/Trostberg, Stadt
60/09/1/89/159/Übersee
60/09/1/89/160/Unterwössen
60/09/1/89/161/Vachendorf
60/09/1/89/162/Waging a.See, Markt
60/09/1/89/165/Wonneberg
60/09/1/89/444/Traunstein, 2 gemfr. Gebiete
40/09/1/90//Weilheim-Schongau
60/09/1/90/111/Altenstadt
60/09/1/90/113/Antdorf
60/09/1/90/114/Bernbeuren
60/09/1/90/115/Bernried am Starnberger See
60/09/1/90/117/Böbing
60/09/1/90/118/Burggen
60/09/1/90/120/Eberfing
60/09/1/90/121/Eglfing
60/09/1/90/126/Habach
60/09/1/90/129/Hohenfurch
60/09/1/90/130/Hohenpeißenberg
60/09/1/90/131/Huglfing
60/09/1/90/132/Iffeldorf
60/09/1/90/133/Ingenried
60/09/1/90/135/Oberhausen
60/09/1/90/136/Obersöchering
60/09/1/90/138/Pähl
60/09/1/90/139/Peißenberg, Markt
60/09/1/90/140/Peiting, Markt
60/09/1/90/141/Penzberg, Stadt
60/09/1/90/142/Polling
60/09/1/90/143/Prem
60/09/1/90/144/Raisting
60/09/1/90/145/Rottenbuch
60/09/1/90/148/Schongau, Stadt
60/09/1/90/149/Schwabbruck
60/09/1/90/151/Schwabsoien
60/09/1/90/152/Seeshaupt
60/09/1/90/153/Sindelsdorf
60/09/1/90/154/Steingaden
60/09/1/90/157/Weilheim i.OB, Stadt
60/09/1/90/158/Wessobrunn
60/09/1/90/159/Wielenbach
60/09/1/90/160/Wildsteig
20/09/2///Reg.-Bez. Niederbayern
40/09/2/61//Landshut, Stadt
60/09/2/61/000/Landshut, Stadt
40/09/2/62//Passau, Stadt
60/09/2/62/000/Passau, Stadt
40/09/2/63//Straubing, Stadt
60/09/2/63/000/Straubing, Stadt
40/09/2/71//Deggendorf
60/09/2/71/111/Aholming
60/09/2/71/113/Auerbach
60/09/2/71/114/Außernzell
60/09/2/71/116/Bernried
60/09/2/71/118/Buchhofen
60/09/2/71/119/Deggendorf, Stadt
60/09/2/71/122/Grafling
60/09/2/71/123/Grattersdorf
60/09/2/71/125/Hengersberg, Markt
60/09/2/71/126/Hunding
60/09/2/71/127/Iggensbach
60/09/2/71/128/Künzing
60/09/2/71/130/Lalling
60/09/2/71/132/Metten, Markt
60/09/2/71/135/Moos
60/09/2/71/138/Niederalteich
60/09/2/71/139/Oberpöring
60/09/2/71/140/Offenberg
60/09/2/71/141/Osterhofen, Stadt
60/09/2/71/143/Otzing
60/09/2/71/146/Plattling, Stadt
60/09/2/71/148/Schaufling
60/09/2/71/149/Schöllnach, Markt
60/09/2/71/151/Stephansposching
60/09/2/71/152/Wallerfing
60/09/2/71/153/Winzer, Markt
40/09/2/72//Freyung-Grafenau
60/09/2/72/116/Eppenschlag
60/09/2/72/118/Freyung, Stadt
60/09/2/72/119/Fürsteneck
60/09/2/72/120/Grafenau, Stadt
60/09/2/72/121/Grainet
60/09/2/72/122/Haidmühle
60/09/2/72/126/Hinterschmiding
60/09/2/72/127/Hohenau
60/09/2/72/128/Innernzell
60/09/2/72/129/Jandelsbrunn
60/09/2/72/134/Mauth
60/09/2/72/136/Neureichenau
60/09/2/72/138/Perlesreut, Markt
60/09/2/72/139/Philippsreut
60/09/2/72/140/Ringelai
60/09/2/72/141/Röhrnbach, Markt
60/09/2/72/142/Saldenburg
60/09/2/72/143/Sankt Oswald-Riedlhütte
60/09/2/72/145/Schöfweg
60/09/2/72/146/Neuschönau
60/09/2/72/147/Schönberg, Markt
60/09/2/72/149/Spiegelau
60/09/2/72/150/Thurmansbang
60/09/2/72/151/Waldkirchen, Stadt
60/09/2/72/152/Zenting
60/09/2/72/444/Freyung-Grafenau, 13 gemfr. Gebiete
40/09/2/73//Kelheim
60/09/2/73/111/Abensberg, Stadt
60/09/2/73/113/Aiglsbach
60/09/2/73/115/Attenhofen
60/09/2/73/116/Bad Abbach, Markt
60/09/2/73/119/Biburg
60/09/2/73/121/Essing, Markt
60/09/2/73/125/Hausen
60/09/2/73/127/Herrngiersdorf
60/09/2/73/133/Ihrlerstein
60/09/2/73/137/Kelheim, Stadt
60/09/2/73/139/Kirchdorf
60/09/2/73/141/Langquaid, Markt
60/09/2/73/147/Mainburg, Stadt
60/09/2/73/152/Neustadt a.d.Donau, Stadt
60/09/2/73/159/Painten, Markt
60/09/2/73/163/Elsendorf
60/09/2/73/164/Riedenburg, Stadt
60/09/2/73/165/Rohr i.NB, Markt
60/09/2/73/166/Saal a.d.Donau
60/09/2/73/172/Siegenburg, Markt
60/09/2/73/175/Teugn
60/09/2/73/177/Train
60/09/2/73/178/Volkenschwand
60/09/2/73/181/Wildenberg
60/09/2/73/444/Kelheim, 5 gemfr. Gebiete
40/09/2/74//Landshut
60/09/2/74/111/Adlkofen
60/09/2/74/112/Aham
60/09/2/74/113/Altdorf, Markt
60/09/2/74/114/Altfraunhofen
60/09/2/74/118/Baierbach
60/09/2/74/119/Bayerbach b.Ergoldsbach
60/09/2/74/120/Bodenkirchen
60/09/2/74/121/Buch a.Erlbach
60/09/2/74/124/Eching
60/09/2/74/126/Ergolding, Markt
60/09/2/74/127/Ergoldsbach, Markt
60/09/2/74/128/Essenbach, Markt
60/09/2/74/132/Furth
60/09/2/74/134/Geisenhausen, Markt
60/09/2/74/135/Gerzen
60/09/2/74/141/Hohenthann
60/09/2/74/145/Kröning
60/09/2/74/146/Kumhausen
60/09/2/74/153/Neufahrn i.NB
60/09/2/74/154/Neufraunhofen
60/09/2/74/156/Niederaichbach
60/09/2/74/165/Obersüßbach
60/09/2/74/172/Pfeffenhausen, Markt
60/09/2/74/174/Postau
60/09/2/74/176/Rottenburg a.d.Laaber, Stadt
60/09/2/74/179/Schalkham
60/09/2/74/182/Tiefenbach
60/09/2/74/183/Velden, Markt
60/09/2/74/184/Vilsbiburg, Stadt
60/09/2/74/185/Vilsheim
60/09/2/74/187/Weihmichl
60/09/2/74/188/Weng
60/09/2/74/191/Wörth a.d.Isar
60/09/2/74/193/Wurmsham
60/09/2/74/194/Bruckberg
40/09/2/75//Passau
60/09/2/75/111/Aicha vorm Wald
60/09/2/75/112/Aidenbach, Markt
60/09/2/75/114/Aldersbach
60/09/2/75/116/Bad Füssing
60/09/2/75/117/Beutelsbach
60/09/2/75/118/Breitenberg
60/09/2/75/119/Büchlberg
60/09/2/75/120/Eging a.See, Markt
60/09/2/75/121/Fürstenstein
60/09/2/75/122/Fürstenzell, Markt
60/09/2/75/124/Bad Griesbach i.Rottal, Stadt
60/09/2/75/125/Haarbach
60/09/2/75/126/Hauzenberg, Stadt
60/09/2/75/127/Hofkirchen, Markt
60/09/2/75/128/Hutthurm, Markt
60/09/2/75/130/Kirchham
60/09/2/75/131/Kößlarn, Markt
60/09/2/75/132/Malching
60/09/2/75/133/Neuburg a.Inn
60/09/2/75/134/Neuhaus a.Inn
60/09/2/75/135/Neukirchen vorm Wald
60/09/2/75/137/Obernzell, Markt
60/09/2/75/138/Ortenburg, Markt
60/09/2/75/141/Pocking, Stadt
60/09/2/75/143/Rotthalmünster, Markt
60/09/2/75/144/Ruderting
60/09/2/75/145/Ruhstorf a.d.Rott, M
60/09/2/75/146/Salzweg
60/09/2/75/148/Sonnen
60/09/2/75/149/Tettenweis
60/09/2/75/150/Thyrnau
60/09/2/75/151/Tiefenbach
60/09/2/75/152/Tittling, Markt
60/09/2/75/153/Untergriesbach, Markt
60/09/2/75/154/Vilshofen an der Donau, Stadt
60/09/2/75/156/Wegscheid, Markt
60/09/2/75/159/Windorf, Markt
60/09/2/75/160/Witzmannsberg
40/09/2/76//Regen
60/09/2/76/111/Achslach
60/09/2/76/113/Arnbruck
60/09/2/76/115/Bayerisch Eisenstein
60/09/2/76/116/Bischofsmais
60/09/2/76/117/Bodenmais, Markt
60/09/2/76/118/Böbrach
60/09/2/76/120/Drachselsried
60/09/2/76/121/Frauenau
60/09/2/76/122/Geiersthal
60/09/2/76/123/Gotteszell
60/09/2/76/126/Kirchberg i.Wald
60/09/2/76/127/Kirchdorf i.Wald
60/09/2/76/128/Kollnburg
60/09/2/76/129/Langdorf
60/09/2/76/130/Lindberg
60/09/2/76/134/Patersdorf
60/09/2/76/135/Prackenbach
60/09/2/76/138/Regen, Stadt
60/09/2/76/139/Rinchnach
60/09/2/76/142/Ruhmannsfelden, Markt
60/09/2/76/143/Teisnach, Markt
60/09/2/76/144/Viechtach, Stadt
60/09/2/76/146/Zachenberg
60/09/2/76/148/Zwiesel, Stadt
40/09/2/77//Rottal-Inn
60/09/2/77/111/Arnstorf, Markt
60/09/2/77/112/Bayerbach
60/09/2/77/113/Bad Birnbach, Markt
60/09/2/77/114/Dietersburg
60/09/2/77/116/Eggenfelden, Stadt
60/09/2/77/117/Egglham
60/09/2/77/118/Ering
60/09/2/77/119/Falkenberg
60/09/2/77/121/Gangkofen, Markt
60/09/2/77/122/Geratskirchen
60/09/2/77/124/Hebertsfelden
60/09/2/77/126/Johanniskirchen
60/09/2/77/127/Julbach
60/09/2/77/128/Kirchdorf a.Inn
60/09/2/77/131/Malgersdorf
60/09/2/77/133/Massing, Markt
60/09/2/77/134/Mitterskirchen
60/09/2/77/138/Pfarrkirchen, Stadt
60/09/2/77/139/Postmünster
60/09/2/77/140/Reut
60/09/2/77/141/Rimbach
60/09/2/77/142/Roßbach
60/09/2/77/144/Schönau
60/09/2/77/145/Simbach a.Inn, Stadt
60/09/2/77/147/Stubenberg
60/09/2/77/148/Tann, Markt
60/09/2/77/149/Triftern, Markt
60/09/2/77/151/Unterdietfurt
60/09/2/77/152/Wittibreut
